2  1.209903298
4  1.421706866
6  1.410092798
8  1.35917887
10 1.294123964
12 1.246184837
14 1.222866222
16 1.197576133
18 1.182942709
20 1.170359542
22 1.165528845
24 1.162871606
26 1.15770457
28 1.157912612
30 1.15432878
32 1.15554395
34 1.155518629
36 1.155949506
38 1.15489334
40 1.154753112
42 1.15561527
44 1.155835796
46 1.15595826
48 1.155796275
50 1.154756078
52 1.156245272
54 1.156520046
56 1.154558191
58 1.154869401
60 1.156052657
62 1.154905822
64 1.155020141
66 1.15588893
68 1.155299145
70 1.154879273
72 1.155513009
74 1.154762008
76 1.155483135
78 1.154979561
80 1.155318963
