2  1.107005373
4  1.185384234
6  1.154988881
8  1.099837183
10 1.040841563
12 1.003796902
14 0.974274619
16 0.959405974
18 0.944359655
20 0.933845796
22 0.928734595
24 0.925053268
26 0.921225047
28 0.918738918
30 0.917250926
32 0.914491478
34 0.914598165
36 0.913837992
38 0.91335377
40 0.913360388
42 0.913068804
44 0.912682176
46 0.91241421
48 0.91239646
50 0.912863852
52 0.91205796
54 0.912423511
56 0.912187594
58 0.911649648
60 0.912311572
62 0.912088056
64 0.911936439
66 0.912157043
68 0.912217394
70 0.912255636
72 0.912487406
74 0.911901105
76 0.912534005
78 0.912873339
80 0.913006359
